wavelength,k
2.07e-07,2.45
2.1e-07,2.475
2.14e-07,2.51
2.18e-07,2.56
2.21e-07,2.619
2.25e-07,2.659
2.3e-07,2.663
2.34e-07,2.648
2.38e-07,2.651
2.43e-07,2.688
2.48e-07,2.749
2.53e-07,2.825
2.58e-07,2.921
2.64e-07,3.043
2.7e-07,3.19
2.76e-07,3.369
2.82e-07,3.604
2.88e-07,3.872
2.95e-07,4.078
3.02e-07,3.992
3.1e-07,3.708
3.18e-07,3.415
3.26e-07,3.163
3.35e-07,2.964
3.44e-07,2.778
3.54e-07,2.623
3.65e-07,2.5
3.76e-07,2.378
3.87e-07,2.253
4e-07,2.16
4.13e-07,2.119
4.28e-07,2.116
4.43e-07,2.148
4.59e-07,2.19
4.77e-07,2.268
4.96e-07,2.289
5.17e-07,2.0
5.39e-07,1.812
5.64e-07,1.77
5.9e-07,1.843
6.2e-07,1.465
6.53e-07,0.881
6.89e-07,0.647
7.29e-07,0.514
7.75e-07,0.407
8.27e-07,0.338
8.86e-07,0.299
9.54e-07,0.268
1.033e-06,0.225
1.127e-06,0.201
1.24e-06,0.173
1.378e-06,0.145
1.55e-06,0.125
1.771e-06,0.023
2.066e-06,6.93889390391e-18
2.48e-06,0.0
