wavelength,n
2.07e-16,0.956
2.1e-16,1.01
2.14e-16,1.046
2.18e-16,1.084
2.21e-16,1.144
2.25e-16,1.228
2.3e-16,1.309
2.34e-16,1.354
2.38e-16,1.363
2.43e-16,1.361
2.48e-16,1.368
2.53e-16,1.382
2.58e-16,1.4
2.64e-16,1.432
2.7e-16,1.483
2.76e-16,1.561
2.82e-16,1.689
2.88e-16,1.944
2.95e-16,2.415
3.02e-16,2.956
3.1e-16,3.323
3.18e-16,3.528
3.26e-16,3.642
3.35e-16,3.713
3.44e-16,3.759
3.54e-16,3.783
3.65e-16,3.804
3.76e-16,3.823
3.87e-16,3.825
4e-16,3.785
4.13e-16,3.751
4.28e-16,3.74
4.43e-16,3.755
4.59e-16,3.816
4.77e-16,3.946
4.96e-16,4.235
5.17e-16,4.464
5.39e-16,4.455
5.64e-16,4.47
5.9e-16,4.63
6.2e-16,5.197
6.53e-16,5.037
6.89e-16,4.822
7.29e-16,4.644
7.75e-16,4.5
8.27e-16,4.37
8.86e-16,4.27
9.54e-16,4.2
1.033e-15,4.14
1.127e-15,4.096
1.24e-15,4.05
1.378e-15,4.026
1.55e-15,4.01
1.771e-15,3.959
2.066e-15,3.878
2.48e-15,3.846
