wavelength,n
1.88e-07,1.26
1.92e-07,1.29
1.95e-07,1.29
1.99e-07,1.28
2.03e-07,1.28
2.07e-07,1.29
2.12e-07,1.32
2.16e-07,1.34
2.21e-07,1.38
2.26e-07,1.43
2.31e-07,1.49
2.37e-07,1.57
2.43e-07,1.65
2.49e-07,1.73
2.55e-07,1.82
2.62e-07,1.89
2.69e-07,1.96
2.76e-07,2.01
2.84e-07,2.03
2.92e-07,2.03
3.01e-07,2.02
3.11e-07,2.01
3.2e-07,1.93
3.32e-07,1.84
3.42e-07,1.78
3.54e-07,1.74
3.68e-07,1.7
3.81e-07,1.72
3.97e-07,1.72
4.13e-07,1.7
4.31e-07,1.71
4.51e-07,1.73
4.71e-07,1.78
4.96e-07,1.82
5.21e-07,1.85
5.49e-07,1.92
5.82e-07,1.96
6.17e-07,1.99
6.59e-07,1.99
7.04e-07,2.06
7.56e-07,2.13
8.21e-07,2.26
8.92e-07,2.4
9.84e-07,2.48
1.088e-06,2.65
1.216e-06,2.79
1.393e-06,2.96
1.61e-06,3.14
1.937e-06,3.47
