wavelength,blue
3.8000000000000001e-07,0.066000000000000003
3.9000000000000002e-07,0.079000000000000001
4.0000000000000003e-07,0.10199999999999998
4.1000000000000004e-07,0.14599999999999999
4.2e-07,0.20000000000000001
4.3000000000000001e-07,0.24399999999999999
4.4000000000000002e-07,0.28200000000000003
4.5000000000000003e-07,0.309
4.6000000000000004e-07,0.30800000000000005
4.7000000000000005e-07,0.27800000000000002
4.8000000000000006e-07,0.23100000000000004
4.9000000000000007e-07,0.17799999999999999
5.0000000000000008e-07,0.13
5.0999999999999999e-07,0.094
5.2e-07,0.069999999999999993
5.3000000000000001e-07,0.053999999999999992
5.4000000000000002e-07,0.046000000000000006
5.5000000000000003e-07,0.042000000000000016
5.6000000000000004e-07,0.039000000000000007
5.7000000000000005e-07,0.038000000000000006
5.8000000000000006e-07,0.038000000000000006
5.9000000000000007e-07,0.038000000000000006
6.0000000000000008e-07,0.037999999999999999
6.1000000000000009e-07,0.038999999999999993
6.1999999999999999e-07,0.038999999999999993
6.3e-07,0.040000000000000001
6.4000000000000001e-07,0.041000000000000002
6.5000000000000002e-07,0.04200000000000001
6.6000000000000003e-07,0.044000000000000004
6.7000000000000004e-07,0.044999999999999998
6.8000000000000005e-07,0.046000000000000006
6.9000000000000006e-07,0.045999999999999999
7.0000000000000007e-07,0.048000000000000001
7.1000000000000008e-07,0.051999999999999998
7.2000000000000009e-07,0.057000000000000002
7.3e-07,0.065000000000000002
