wavelength,r_bar
3.8000000000000001e-07,3.0000000000000001e-05
3.8500000000000002e-07,4.9999999999999996e-05
3.9000000000000002e-07,0.00010000000000000002
3.9500000000000003e-07,0.00016999999999999999
4.0000000000000003e-07,0.00029999999999999992
4.0500000000000004e-07,0.00046999999999999993
4.1000000000000004e-07,0.00084000000000000003
4.1500000000000005e-07,0.00139
4.2e-07,0.0021099999999999999
4.2500000000000001e-07,0.00266
4.3000000000000001e-07,0.0021800000000000001
4.3500000000000002e-07,0.00036000000000000008
4.4000000000000002e-07,-0.0026099999999999999
4.4500000000000003e-07,-0.0067299999999999999
4.5000000000000003e-07,-0.01213
4.5500000000000004e-07,-0.01874
4.6000000000000004e-07,-0.026080000000000006
4.6500000000000005e-07,-0.033240000000000006
4.7000000000000005e-07,-0.03932999999999999
4.75e-07,-0.04471
4.8000000000000006e-07,-0.049390000000000003
4.8500000000000002e-07,-0.05364
4.9000000000000007e-07,-0.058139999999999997
4.9500000000000003e-07,-0.064140000000000003
5.0000000000000008e-07,-0.071370000000000003
5.0500000000000004e-07,-0.081199999999999994
5.0999999999999999e-07,-0.089010000000000006
5.1500000000000005e-07,-0.093560000000000004
5.2e-07,-0.09264
5.2500000000000006e-07,-0.08473
5.3000000000000001e-07,-0.071010000000000018
5.3500000000000007e-07,-0.053159999999999999
5.4000000000000002e-07,-0.031519999999999999
5.4500000000000008e-07,-0.0061300000000000009
5.5000000000000003e-07,0.022789999999999998
5.5500000000000009e-07,0.055140000000000002
5.6000000000000004e-07,0.0906
5.6499999999999999e-07,0.12839999999999999
5.7000000000000005e-07,0.16768000000000002
5.75e-07,0.20715
5.8000000000000006e-07,0.24562
5.8500000000000001e-07,0.27989000000000003
5.9000000000000007e-07,0.30928
5.9500000000000002e-07,0.33184000000000002
6.0000000000000008e-07,0.34428999999999998
6.0500000000000003e-07,0.34755999999999998
6.1000000000000009e-07,0.33970999999999996
6.1500000000000004e-07,0.32264999999999994
6.1999999999999999e-07,0.29708000000000001
6.2500000000000005e-07,0.26347999999999999
6.3e-07,0.22676999999999997
6.3500000000000006e-07,0.19232999999999997
6.4000000000000001e-07,0.15968000000000002
6.4500000000000007e-07,0.12905
6.5000000000000002e-07,0.10167
6.5500000000000008e-07,0.078570000000000001
6.6000000000000003e-07,0.059320000000000012
6.6500000000000009e-07,0.04365999999999999
6.7000000000000004e-07,0.031489999999999997
6.75e-07,0.022939999999999999
6.8000000000000005e-07,0.016870000000000003
6.8500000000000001e-07,0.01187
6.9000000000000006e-07,0.0081899999999999976
6.9500000000000002e-07,0.0057200000000000003
7.0000000000000007e-07,0.0041000000000000003
7.0500000000000003e-07,0.0029100000000000003
7.1000000000000008e-07,0.0020999999999999999
7.1500000000000004e-07,0.0014800000000000002
7.2000000000000009e-07,0.0010499999999999999
7.2500000000000005e-07,0.00073999999999999999
7.3e-07,0.00051999999999999995
7.3500000000000006e-07,0.00036000000000000008
7.4000000000000001e-07,0.00025000000000000006
7.4500000000000007e-07,0.00017000000000000001
7.5000000000000002e-07,0.00012
7.5500000000000008e-07,8.0000000000000007e-05
7.6000000000000003e-07,6.0000000000000008e-05
7.6500000000000009e-07,4.0000000000000003e-05
7.7000000000000004e-07,2.9999999999999997e-05
7.750000000000001e-07,1.0000000000000001e-05
7.8000000000000005e-07,0.0
