wavelength,m_bar
3.9000000000000002e-07,0.00036834900000000002
3.9100000000000005e-07,0.00044801500000000001
3.9200000000000002e-07,0.00054396499999999988
3.9300000000000004e-07,0.00065898300000000014
3.9400000000000001e-07,0.000796121
3.9500000000000003e-07,0.00095865800000000004
3.96e-07,0.0011500200000000003
3.9700000000000002e-07,0.0013736699999999998
3.9800000000000004e-07,0.0016329600000000001
3.9900000000000001e-07,0.00193089
4.0000000000000003e-07,0.00226991
4.01e-07,0.0026521000000000001
4.0200000000000003e-07,0.0030810999999999998
4.0300000000000005e-07,0.0035615600000000001
4.0400000000000002e-07,0.0040990000000000002
4.0500000000000004e-07,0.0047000999999999996
4.0600000000000001e-07,0.0053718600000000009
4.0700000000000003e-07,0.0061175700000000001
4.08e-07,0.0069379500000000009
4.0900000000000002e-07,0.0078314399999999985
4.1000000000000004e-07,0.0087936899999999981
4.1100000000000001e-07,0.0098186499999999999
4.1200000000000004e-07,0.010904399999999998
4.1300000000000001e-07,0.012050900000000002
4.1400000000000003e-07,0.013258199999999999
4.1500000000000005e-07,0.014527699999999998
4.1600000000000002e-07,0.015859999999999999
4.1700000000000004e-07,0.017249599999999997
4.1800000000000001e-07,0.018687800000000001
4.1900000000000003e-07,0.020163799999999999
4.2e-07,0.021664900000000001
4.2100000000000002e-07,0.023180099999999995
4.2200000000000005e-07,0.024713899999999997
4.2300000000000002e-07,0.026278500000000003
4.2400000000000004e-07,0.027890499999999999
4.2500000000000001e-07,0.029571400000000001
4.2600000000000003e-07,0.031343799999999998
4.2700000000000005e-07,0.03321509999999999
4.2800000000000002e-07,0.035188899999999995
4.2900000000000004e-07,0.03726829999999999
4.3000000000000001e-07,0.039456600000000001
4.3100000000000003e-07,0.041754600000000003
4.32e-07,0.04415440000000001
4.3300000000000003e-07,0.046643199999999996
4.3400000000000005e-07,0.049204999999999999
4.3500000000000002e-07,0.051819900000000002
4.3600000000000004e-07,0.054464499999999999
4.3700000000000001e-07,0.057113100000000007
4.3800000000000003e-07,0.059736899999999996
4.3900000000000005e-07,0.062303799999999993
4.4000000000000002e-07,0.06477819999999998
4.4100000000000004e-07,0.067132899999999995
4.4200000000000001e-07,0.069384399999999999
4.4300000000000004e-07,0.071565799999999985
4.4400000000000001e-07,0.073716400000000015
4.4500000000000003e-07,0.075881199999999996
4.4600000000000005e-07,0.078097999999999987
4.4700000000000002e-07,0.080353800000000003
4.4800000000000004e-07,0.082619799999999993
4.4900000000000001e-07,0.084864400000000034
4.5000000000000003e-07,0.087052400000000002
4.51e-07,0.089164000000000007
4.5200000000000002e-07,0.091252299999999995
4.5300000000000005e-07,0.093394999999999992
4.5400000000000002e-07,0.095677499999999999
4.5500000000000004e-07,0.098193399999999986
4.5600000000000001e-07,0.10103100000000001
4.5700000000000003e-07,0.104229
4.5800000000000005e-07,0.10781399999999999
4.5900000000000002e-07,0.111817
4.6000000000000004e-07,0.11627199999999999
4.6100000000000001e-07,0.12120400000000002
4.6200000000000003e-07,0.12657299999999999
4.63e-07,0.13231100000000004
4.6400000000000003e-07,0.13833400000000001
4.6500000000000005e-07,0.14454099999999998
4.6600000000000002e-07,0.15082800000000002
4.6700000000000004e-07,0.15714600000000001
4.6800000000000001e-07,0.16345700000000002
4.6900000000000003e-07,0.16972100000000004
4.7000000000000005e-07,0.17589299999999997
4.7100000000000002e-07,0.18193799999999996
4.7200000000000004e-07,0.18787199999999998
4.7300000000000001e-07,0.19373099999999999
4.7400000000000004e-07,0.19955699999999998
4.75e-07,0.20539800000000003
4.7600000000000003e-07,0.21130200000000005
4.7700000000000005e-07,0.21728299999999998
4.7800000000000002e-07,0.22334700000000002
4.7899999999999999e-07,0.22950100000000001
4.8000000000000006e-07,0.23575399999999999
4.8100000000000003e-07,0.24210799999999999
4.82e-07,0.24854500000000002
4.8300000000000008e-07,0.25503700000000001
4.8400000000000005e-07,0.26155400000000001
4.8500000000000002e-07,0.268063
4.8599999999999998e-07,0.27456099999999994
4.8700000000000006e-07,0.28117999999999999
4.8800000000000003e-07,0.28809700000000005
4.89e-07,0.29550799999999999
4.9000000000000007e-07,0.30363000000000001
4.9100000000000004e-07,0.31264900000000001
4.9200000000000001e-07,0.32256499999999999
4.9299999999999998e-07,0.33331899999999998
4.9400000000000006e-07,0.34484399999999993
4.9500000000000003e-07,0.35706100000000002
4.9599999999999999e-07,0.36989499999999997
4.9700000000000007e-07,0.383355
4.9800000000000004e-07,0.39746700000000001
4.9900000000000001e-07,0.41226000000000002
5.0000000000000008e-07,0.42776399999999998
5.0100000000000005e-07,0.44400099999999998
5.0200000000000002e-07,0.46094700000000005
5.0299999999999999e-07,0.47856199999999999
5.0400000000000007e-07,0.49679499999999999
5.0500000000000004e-07,0.51558700000000002
5.06e-07,0.53486800000000001
5.0700000000000008e-07,0.55457500000000004
5.0800000000000005e-07,0.57464000000000004
5.0900000000000002e-07,0.59498399999999996
5.0999999999999999e-07,0.61552000000000007
5.1100000000000006e-07,0.63616200000000012
5.1200000000000003e-07,0.65687200000000001
5.13e-07,0.677624
5.1400000000000008e-07,0.69839300000000004
5.1500000000000005e-07,0.71915399999999985
5.1600000000000001e-07,0.73984399999999984
5.1699999999999998e-07,0.76023499999999999
5.1800000000000006e-07,0.78003900000000015
5.1900000000000003e-07,0.7989409999999999
5.2e-07,0.81661000000000006
5.2100000000000007e-07,0.83278300000000016
5.2200000000000004e-07,0.84755000000000003
5.2300000000000001e-07,0.86111300000000002
5.2399999999999998e-07,0.87369799999999997
5.2500000000000006e-07,0.88554999999999995
5.2600000000000002e-07,0.89687300000000003
5.2699999999999999e-07,0.90763799999999994
5.2800000000000007e-07,0.91775699999999993
5.2900000000000004e-07,0.92713699999999999
5.3000000000000001e-07,0.93568700000000005
5.3100000000000008e-07,0.94336200000000003
5.3200000000000005e-07,0.95030899999999985
5.3300000000000002e-07,0.95673300000000006
5.3399999999999999e-07,0.96284400000000003
5.3500000000000007e-07,0.96885800000000011
5.3600000000000004e-07,0.97491899999999987
5.37e-07,0.98085
5.3800000000000008e-07,0.98638800000000004
5.3900000000000005e-07,0.99126700000000001
5.4000000000000002e-07,0.99521699999999991
5.4099999999999999e-07,0.99800699999999987
5.4200000000000006e-07,0.99959500000000001
5.4300000000000003e-07,0.99998199999999993
5.44e-07,0.99917699999999998
5.4500000000000008e-07,0.997193
5.4600000000000005e-07,0.99410200000000004
5.4700000000000001e-07,0.99020399999999986
5.4799999999999998e-07,0.98585500000000015
5.4900000000000006e-07,0.98140400000000005
5.5000000000000003e-07,0.97719299999999998
5.51e-07,0.973441
5.5200000000000007e-07,0.96988099999999999
5.5300000000000004e-07,0.96613299999999991
5.5400000000000001e-07,0.96182300000000009
5.5500000000000009e-07,0.95658299999999996
5.5600000000000006e-07,0.95016699999999998
5.5700000000000002e-07,0.94277300000000008
5.5799999999999999e-07,0.93470900000000001
5.5900000000000007e-07,0.92627100000000007
5.6000000000000004e-07,0.91774999999999995
5.6100000000000001e-07,0.90933900000000012
5.6200000000000008e-07,0.900895
5.6300000000000005e-07,0.89219699999999991
5.6400000000000002e-07,0.88303500000000001
5.6499999999999999e-07,0.8732049999999999
5.6600000000000007e-07,0.86256500000000003
5.6700000000000003e-07,0.85117299999999996
5.68e-07,0.83913199999999999
5.6900000000000008e-07,0.82654499999999986
5.7000000000000005e-07,0.81350899999999982
5.7100000000000002e-07,0.80008199999999996
5.7199999999999999e-07,0.78616600000000003
5.7300000000000006e-07,0.77163500000000007
5.7400000000000003e-07,0.75637600000000005
5.75e-07,0.74029100000000014
5.7600000000000008e-07,0.72336900000000015
5.7700000000000004e-07,0.70589000000000002
5.7800000000000001e-07,0.68818400000000013
5.7899999999999998e-07,0.67055399999999987
5.8000000000000006e-07,0.65327400000000002
5.8100000000000003e-07,0.63652399999999998
5.82e-07,0.62021700000000002
5.8300000000000007e-07,0.60421100000000005
5.8400000000000004e-07,0.58837499999999998
5.8500000000000001e-07,0.57259700000000002
5.8600000000000009e-07,0.55678300000000003
5.8700000000000005e-07,0.54089600000000004
5.8800000000000002e-07,0.52491200000000005
5.8899999999999999e-07,0.50881700000000007
5.9000000000000007e-07,0.49259900000000001
5.9100000000000004e-07,0.47626800000000002
5.9200000000000001e-07,0.459893
5.9300000000000008e-07,0.44355099999999997
5.9400000000000005e-07,0.42731399999999997
5.9500000000000002e-07,0.41124599999999994
5.9599999999999999e-07,0.39539599999999997
5.9700000000000007e-07,0.37978199999999995
5.9800000000000003e-07,0.36441000000000001
5.99e-07,0.34928900000000007
6.0000000000000008e-07,0.33442899999999998
6.0100000000000005e-07,0.31984299999999999
6.0200000000000002e-07,0.305564
6.0299999999999999e-07,0.29162499999999997
6.0400000000000006e-07,0.27805300000000005
6.0500000000000003e-07,0.264872
6.06e-07,0.25209900000000002
6.0700000000000008e-07,0.23974699999999999
6.0800000000000004e-07,0.22782200000000002
6.0900000000000001e-07,0.21632999999999999
6.1000000000000009e-07,0.20527300000000001
6.1100000000000006e-07,0.19464999999999999
6.1200000000000003e-07,0.18444799999999997
6.13e-07,0.174654
6.1400000000000007e-07,0.16525600000000001
6.1500000000000004e-07,0.15624300000000002
6.1600000000000001e-07,0.14760200000000001
6.1700000000000009e-07,0.13932900000000004
6.1800000000000005e-07,0.13141600000000001
6.1900000000000002e-07,0.12385599999999999
6.1999999999999999e-07,0.11664099999999999
6.2100000000000007e-07,0.10976600000000002
6.2200000000000004e-07,0.10322600000000001
6.2300000000000001e-07,0.097020499999999982
6.2400000000000008e-07,0.091143000000000002
6.2500000000000005e-07,0.085587200000000002
6.2600000000000002e-07,0.080342799999999992
6.2699999999999999e-07,0.075391299999999994
6.2800000000000006e-07,0.070713600000000001
6.2900000000000003e-07,0.066292400000000001
6.3e-07,0.062112000000000001
6.3100000000000008e-07,0.058159500000000003
6.3200000000000005e-07,0.0544276
6.3300000000000002e-07,0.050909799999999998
6.3400000000000009e-07,0.047599099999999998
6.3500000000000006e-07,0.044487899999999997
6.3600000000000003e-07,0.04156590000000001
6.37e-07,0.038815200000000001
6.3800000000000007e-07,0.036218100000000003
6.3900000000000004e-07,0.033759900000000002
6.4000000000000001e-07,0.031428200000000003
6.4100000000000009e-07,0.029217600000000003
6.4200000000000006e-07,0.027140299999999996
6.4300000000000003e-07,0.025208399999999999
6.44e-07,0.023428600000000001
6.4500000000000007e-07,0.021803699999999999
6.4600000000000004e-07,0.020328499999999999
6.4700000000000001e-07,0.018977899999999999
6.4800000000000009e-07,0.017727199999999999
6.4900000000000005e-07,0.016556000000000001
6.5000000000000002e-07,0.015448
6.5099999999999999e-07,0.0143924
6.5200000000000007e-07,0.013389600000000002
6.5300000000000004e-07,0.0124414
6.5400000000000001e-07,0.011548800000000001
6.5500000000000008e-07,0.010711999999999999
6.5600000000000005e-07,0.0099299400000000017
6.5700000000000002e-07,0.0092005699999999999
6.5799999999999999e-07,0.0085212599999999993
6.5900000000000006e-07,0.0078894499999999992
6.6000000000000003e-07,0.0073025499999999997
6.61e-07,0.0067582000000000007
6.6200000000000008e-07,0.00625474
6.6300000000000005e-07,0.0057904499999999991
6.6400000000000002e-07,0.0053634700000000004
6.6500000000000009e-07,0.0049717900000000002
6.6600000000000006e-07,0.0046129999999999999
6.6700000000000003e-07,0.0042833899999999998
6.68e-07,0.0039793999999999993
6.6900000000000007e-07,0.0036980300000000006
6.7000000000000004e-07,0.0034366700000000002
6.7100000000000001e-07,0.0031932599999999998
6.7200000000000009e-07,0.0029665300000000002
6.7300000000000006e-07,0.0027554300000000001
6.7400000000000003e-07,0.0025589600000000003
6.75e-07,0.0023761699999999999
6.7600000000000007e-07,0.0022061800000000003
6.7700000000000004e-07,0.0020480899999999998
6.7800000000000001e-07,0.0019011
6.7900000000000008e-07,0.0017644200000000001
6.8000000000000005e-07,0.0016373399999999999
6.8100000000000002e-07,0.0015191600000000001
6.8199999999999999e-07,0.00140913
6.8300000000000007e-07,0.0013065500000000003
6.8400000000000004e-07,0.0012107800000000001
6.8500000000000001e-07,0.0011212800000000001
6.8600000000000008e-07,0.0010376599999999999
6.8700000000000005e-07,0.00095989199999999995
6.8800000000000002e-07,0.000887951
6.8900000000000009e-07,0.00082172899999999999
6.9000000000000006e-07,0.000761051
6.9100000000000003e-07,0.00070562299999999995
6.92e-07,0.00065487399999999995
6.9300000000000008e-07,0.00060824000000000002
6.9400000000000005e-07,0.00056523999999999995
6.9500000000000002e-07,0.00052545700000000012
6.9600000000000009e-07,0.00048855000000000014
6.9700000000000006e-07,0.000454277
6.9800000000000003e-07,0.00042243599999999999
6.99e-07,0.00039283899999999997
7.0000000000000007e-07,0.00036531699999999999
7.0100000000000004e-07,0.00033971000000000001
7.0200000000000001e-07,0.00031585599999999999
7.0300000000000009e-07,0.00029360699999999998
7.0400000000000006e-07,0.00027283400000000001
7.0500000000000003e-07,0.00025341699999999998
7.06e-07,0.00023526499999999996
7.0700000000000007e-07,0.00021833099999999999
7.0800000000000004e-07,0.00020257399999999999
7.0900000000000001e-07,0.00018794800000000004
7.1000000000000008e-07,0.00017440199999999999
7.1100000000000005e-07,0.00016187800000000001
7.1200000000000002e-07,0.00015030499999999999
7.1299999999999999e-07,0.000139612
7.1400000000000007e-07,0.000129734
7.1500000000000004e-07,0.00012060799999999999
7.1600000000000001e-07,0.00011217599999999999
7.1700000000000008e-07,0.000104373
7.1800000000000005e-07,9.7138299999999984e-05
7.1900000000000002e-07,9.0420200000000005e-05
7.2000000000000009e-07,8.4171600000000006e-05
7.2100000000000006e-07,7.8353800000000015e-05
7.2200000000000003e-07,7.2942499999999988e-05
7.23e-07,6.7916400000000006e-05
7.2400000000000008e-07,6.3254200000000002e-05
7.2500000000000005e-07,5.893489999999999e-05
7.2600000000000002e-07,5.4936000000000004e-05
7.2700000000000009e-07,5.1229100000000001e-05
7.2800000000000006e-07,4.7787200000000002e-05
7.2900000000000003e-07,4.4586200000000004e-05
7.3e-07,4.1604899999999999e-05
7.3100000000000007e-07,3.8824500000000007e-05
7.3200000000000004e-07,3.6230199999999997e-05
7.3300000000000001e-07,3.38086e-05
7.3400000000000009e-07,3.1547400000000002e-05
7.3500000000000006e-07,2.9435399999999999e-05
7.3600000000000003e-07,2.7463399999999995e-05
7.37e-07,2.5626799999999997e-05
7.3800000000000007e-07,2.3921700000000002e-05
7.3900000000000004e-07,2.2343199999999996e-05
7.4000000000000001e-07,2.0886e-05
7.4100000000000008e-07,1.9542400000000005e-05
7.4200000000000005e-07,1.8298999999999999e-05
7.4300000000000002e-07,1.71423e-05
7.440000000000001e-07,1.6061100000000005e-05
7.4500000000000007e-07,1.5045799999999999e-05
7.4600000000000004e-07,1.4089300000000001e-05
7.4700000000000001e-07,1.3189900000000001e-05
7.4800000000000008e-07,1.2346200000000002e-05
7.4900000000000005e-07,1.1556899999999999e-05
7.5000000000000002e-07,1.082e-05
7.5100000000000009e-07,1.01334e-05
7.5200000000000006e-07,9.4936699999999982e-06
7.5300000000000003e-07,8.8973599999999995e-06
7.54e-07,8.3413499999999976e-06
7.5500000000000008e-07,7.8227099999999995e-06
7.5600000000000005e-07,7.3386499999999996e-06
7.5700000000000002e-07,6.8861200000000006e-06
7.5800000000000009e-07,6.4622800000000011e-06
7.5900000000000006e-07,6.0646200000000001e-06
7.6000000000000003e-07,5.6909300000000004e-06
7.61e-07,5.3394199999999998e-06
7.6200000000000007e-07,5.0092899999999989e-06
