wavelength,k
2.066e-07,2.113
2.101e-07,2.183
2.138e-07,2.28
2.175e-07,2.383
2.214e-07,2.484
2.254e-07,2.562
2.296e-07,2.652
2.339e-07,2.802
2.384e-07,3.016
2.431e-07,3.291
2.48e-07,3.495
2.53e-07,3.514
2.583e-07,3.517
2.638e-07,3.223
2.695e-07,2.637
2.755e-07,2.186
2.818e-07,1.948
2.883e-07,1.826
2.952e-07,1.762
3.024e-07,1.735
3.1e-07,1.73
3.179e-07,1.744
3.263e-07,1.773
3.351e-07,1.816
3.444e-07,1.872
3.542e-07,1.948
3.647e-07,2.06
3.757e-07,2.209
3.875e-07,2.143
3.999e-07,1.735
4.133e-07,1.247
4.275e-07,0.964
4.428e-07,0.786
4.592e-07,0.667
4.769e-07,0.579
4.959e-07,0.511
5.166e-07,0.457
5.391e-07,0.416
5.636e-07,0.38
5.904e-07,0.347
6.199e-07,0.317
6.525e-07,0.293
6.888e-07,0.27
7.293e-07,0.242
7.749e-07,0.218
8.266e-07,0.203
