wavelength,n
5.5e-16,0.695
6e-16,0.77
6.5e-16,0.835
7e-16,0.99
7.2e-16,1.09
7.4e-16,1.2
7.5e-16,1.26
7.6e-16,1.33
8e-16,1.59
8.2e-16,1.65
8.5e-16,1.71
9e-16,1.73
9.5e-16,1.65
1e-15,1.49
1.05e-15,1.41
1.1e-15,1.35
1.15e-15,1.31
1.2e-15,1.28
1.25e-15,1.28
1.3e-15,1.3
1.35e-15,1.32
1.4e-15,1.35
1.45e-15,1.36
1.5e-15,1.39
1.55e-15,1.45
1.6e-15,1.48
1.65e-15,1.52
1.7e-15,1.56
1.75e-15,1.61
1.8e-15,1.65
1.85e-15,1.7
1.9e-15,1.75
1.93e-15,1.78
2e-15,1.84
2.05e-15,1.88
2.1e-15,1.92
2.15e-15,1.96
2.2e-15,1.98
2.25e-15,1.99
2.3e-15,2.0
2.35e-15,2.0
2.4e-15,1.99
2.45e-15,1.97
2.5e-15,1.95
2.55e-15,1.93
2.6e-15,1.92
3e-15,1.9
3.5e-15,2.05
4e-15,2.3
5e-15,3.1
6e-15,4.2
8e-15,7.5
1e-14,13.5
