wavelength,k
5.5e-07,4.7
6e-07,5.08
6.5e-07,5.5
7e-07,6.0
7.2e-07,6.2
7.4e-07,6.4
7.5e-07,6.45
7.6e-07,6.5
8e-07,6.65
8.2e-07,6.68
8.5e-07,6.72
9e-07,6.85
9.5e-07,7.0
1e-06,7.25
1.05e-06,7.6
1.1e-06,8.0
1.15e-06,8.42
1.2e-06,8.88
1.25e-06,9.24
1.3e-06,9.6
1.35e-06,9.95
1.4e-06,10.3
1.45e-06,10.6
1.5e-06,10.9
1.55e-06,11.45
1.6e-06,11.9
1.65e-06,12.2
1.7e-06,12.6
1.75e-06,12.9
1.8e-06,13.2
1.85e-06,13.55
1.9e-06,13.8
1.93e-06,14.2
2e-06,14.6
2.05e-06,14.8
2.1e-06,15.0
2.15e-06,15.3
2.2e-06,15.6
2.25e-06,16.0
2.3e-06,16.2
2.35e-06,16.5
2.4e-06,16.8
2.45e-06,17.2
2.5e-06,17.5
2.55e-06,17.8
2.6e-06,18.25
3e-06,20.9
3.5e-06,23.9
4e-06,26.7
5e-06,32.7
6e-06,38.7
8e-06,50.6
1e-05,62.3
