wavelength,VS5
3.8000000000000001e-07,0.1167
3.8500000000000002e-07,0.13519999999999999
3.9000000000000002e-07,0.16739999999999999
3.9500000000000003e-07,0.20239999999999997
4.0000000000000003e-07,0.2298
4.0500000000000004e-07,0.25209999999999999
4.1000000000000004e-07,0.26350000000000001
4.1500000000000005e-07,0.2702
4.2e-07,0.27579999999999999
4.2500000000000001e-07,0.28339999999999999
4.3000000000000001e-07,0.29339999999999999
4.3500000000000002e-07,0.30420000000000003
4.4000000000000002e-07,0.3201
4.4500000000000003e-07,0.33289999999999997
4.5000000000000003e-07,0.35109999999999997
4.5500000000000004e-07,0.37239999999999995
4.6000000000000004e-07,0.4027
4.6500000000000005e-07,0.43669999999999998
4.7000000000000005e-07,0.46250000000000002
4.75e-07,0.48899999999999999
4.8000000000000006e-07,0.50849999999999995
4.8500000000000002e-07,0.5181
4.9000000000000007e-07,0.52429999999999999
4.9500000000000003e-07,0.51790000000000014
5.0000000000000008e-07,0.50839999999999996
5.0500000000000004e-07,0.49039999999999995
5.0999999999999999e-07,0.47170000000000006
5.1500000000000005e-07,0.44669999999999999
5.2e-07,0.42070000000000007
5.2500000000000006e-07,0.39309999999999995
5.3000000000000001e-07,0.36530000000000007
5.3500000000000007e-07,0.33629999999999999
5.4000000000000002e-07,0.30830000000000007
5.4500000000000008e-07,0.28079999999999994
5.5000000000000003e-07,0.25380000000000003
5.5500000000000009e-07,0.22599999999999998
5.6000000000000004e-07,0.2024
5.6499999999999999e-07,0.18649999999999997
5.7000000000000005e-07,0.16970000000000002
5.75e-07,0.15920000000000001
5.8000000000000006e-07,0.1482
5.8500000000000001e-07,0.13930000000000001
5.9000000000000007e-07,0.13159999999999999
5.9500000000000002e-07,0.1217
6.0000000000000008e-07,0.1182
6.0500000000000003e-07,0.11120000000000001
6.1000000000000009e-07,0.10709999999999999
6.1500000000000004e-07,0.10589999999999997
6.1999999999999999e-07,0.10440000000000001
6.2500000000000005e-07,0.1021
6.3e-07,0.099100000000000008
6.3500000000000006e-07,0.10000000000000001
6.4000000000000001e-07,0.098000000000000004
6.4500000000000007e-07,0.096299999999999997
6.5000000000000002e-07,0.099699999999999983
6.5500000000000008e-07,0.099399999999999988
6.6000000000000003e-07,0.10220000000000001
6.6500000000000009e-07,0.10050000000000001
6.7000000000000004e-07,0.10440000000000001
6.75e-07,0.10730000000000002
6.8000000000000005e-07,0.1069
6.8500000000000001e-07,0.1103
6.9000000000000006e-07,0.11039999999999998
6.9500000000000002e-07,0.1084
7.0000000000000007e-07,0.10919999999999999
7.0500000000000003e-07,0.10740000000000001
7.1000000000000008e-07,0.10589999999999999
7.1500000000000004e-07,0.10820000000000002
7.2000000000000009e-07,0.1106
7.2500000000000005e-07,0.1129
7.3e-07,0.11860000000000001
7.3500000000000006e-07,0.12429999999999999
7.4000000000000001e-07,0.13589999999999999
7.4500000000000007e-07,0.14660000000000001
7.5000000000000002e-07,0.16170000000000001
7.5500000000000008e-07,0.1739
7.6000000000000003e-07,0.18140000000000001
7.6500000000000009e-07,0.19069999999999998
7.7000000000000004e-07,0.1976
7.750000000000001e-07,0.19580000000000003
7.8000000000000005e-07,0.19719999999999996
7.85e-07,0.20180000000000001
7.9000000000000006e-07,0.20930000000000001
7.9500000000000001e-07,0.21609999999999996
8.0000000000000007e-07,0.22689999999999994
8.0500000000000002e-07,0.22689999999999999
8.1000000000000008e-07,0.22689999999999996
8.1500000000000003e-07,0.22689999999999999
8.2000000000000009e-07,0.22689999999999999
8.2500000000000004e-07,0.22690000000000002
8.300000000000001e-07,0.22689999999999999
