wavelength,n
2e-09,0.97
1.14e-08,0.993
5.45e-08,0.837
9e-08,1.235
9.87e-08,1.506
1.012e-07,1.501
1.087e-07,1.571
1.162e-07,1.531
1.2e-07,1.546
1.337e-07,1.791
4e-07,1.336
1e-06,1.323
1.138e-06,1.322
1.165e-06,1.322
1.336e-06,1.322
1.371e-06,1.322
1.385e-06,1.322
1.402e-06,1.322
1.412e-06,1.322
1.669e-06,1.321
1.724e-06,1.321
1.785e-06,1.321
1.796e-06,1.321
2.317e-06,1.317
2.324e-06,1.32
2.329e-06,1.323
2.377e-06,1.316
2.379e-06,1.321
2.381e-06,1.325
3.315e-06,1.193
3.322e-06,1.349
3.33e-06,1.463
3.534e-06,1.328
3.546e-06,1.329
3.565e-06,1.331
7.675e-06,0.809
7.692e-06,1.274
7.71e-06,1.866
3.636e-05,1.326
6.25e-05,1.326
0.0001,1.327
