wavelength,k
1.879e-16,1.188
1.916e-16,1.203
1.953e-16,1.226
1.993e-16,1.251
2.033e-16,1.277
2.073e-16,1.304
2.119e-16,1.35
2.164e-16,1.387
2.214e-16,1.427
2.262e-16,1.46
2.313e-16,1.497
2.371e-16,1.536
2.426e-16,1.577
2.49e-16,1.631
2.551e-16,1.688
2.616e-16,1.749
2.689e-16,1.803
2.761e-16,1.847
2.844e-16,1.869
2.924e-16,1.878
3.009e-16,1.889
3.107e-16,1.893
3.204e-16,1.898
3.315e-16,1.883
3.425e-16,1.871
3.542e-16,1.866
3.679e-16,1.895
3.815e-16,1.933
3.974e-16,1.952
4.133e-16,1.958
4.305e-16,1.948
4.509e-16,1.914
4.714e-16,1.849
4.959e-16,1.833
5.209e-16,2.081
5.486e-16,2.455
5.821e-16,2.863
6.168e-16,3.272
6.595e-16,3.697
7.045e-16,4.103
7.56e-16,4.542
8.211e-16,5.083
8.92e-16,5.663
9.84e-16,6.35
1.088e-15,7.15
1.216e-15,8.145
1.393e-15,9.519
1.61e-15,11.21
1.937e-15,13.78
