wavelength,VS8
3.8e-07,0.0652
3.85e-07,0.0657
3.9e-07,0.0667
3.95e-07,0.0691
4e-07,0.0694
4.05e-07,0.0709
4.1e-07,0.0707
4.15e-07,0.0691
4.2e-07,0.0717
4.25e-07,0.0692
4.3e-07,0.071
4.35e-07,0.0717
4.4e-07,0.0722
4.45e-07,0.0737
4.5e-07,0.0731
4.55e-07,0.0777
4.6e-07,0.0823
4.65e-07,0.0917
4.7e-07,0.1062
4.75e-07,0.1285
4.8e-07,0.1598
4.85e-07,0.1993
4.9e-07,0.2445
4.95e-07,0.2974
5e-07,0.3462
5.05e-07,0.3894
5.1e-07,0.418
5.15e-07,0.4433
5.2e-07,0.4548
5.25e-07,0.4605
5.3e-07,0.4647
5.35e-07,0.4626
5.4e-07,0.4604
5.45e-07,0.4522
5.5e-07,0.4444
5.55e-07,0.4321
5.6e-07,0.4149
5.65e-07,0.4039
5.7e-07,0.3879
5.75e-07,0.3694
5.8e-07,0.3526
5.85e-07,0.3288
5.9e-07,0.308
5.95e-07,0.2829
6e-07,0.2591
6.05e-07,0.2388
6.1e-07,0.2228
6.15e-07,0.2109
6.2e-07,0.2033
6.25e-07,0.1963
6.3e-07,0.1936
6.35e-07,0.1887
6.4e-07,0.1847
6.45e-07,0.1804
6.5e-07,0.1766
6.55e-07,0.1734
6.6e-07,0.1721
6.65e-07,0.172
6.7e-07,0.1724
6.75e-07,0.1757
6.8e-07,0.1781
6.85e-07,0.1829
6.9e-07,0.1897
6.95e-07,0.1949
7e-07,0.2018
7.05e-07,0.2051
7.1e-07,0.2071
7.15e-07,0.2066
7.2e-07,0.2032
7.25e-07,0.1998
7.3e-07,0.2024
7.35e-07,0.2032
7.4e-07,0.2074
7.45e-07,0.216
7.5e-07,0.2194
7.55e-07,0.2293
7.6e-07,0.2378
7.65e-07,0.2448
7.7e-07,0.2489
7.75e-07,0.2558
7.8e-07,0.2635
7.85e-07,0.2775
7.9e-07,0.2957
7.95e-07,0.3093
8e-07,0.3239
8.05e-07,0.3239
8.1e-07,0.3239
8.15e-07,0.3239
8.2e-07,0.3239
8.25e-07,0.3239
8.3e-07,0.3239
