wavelength,y_bar
3.9e-07,0.0004076779
3.91e-07,0.0004977769
3.92e-07,0.0006064754
3.93e-07,0.000737004
3.94e-07,0.0008929388
3.95e-07,0.001078166
3.96e-07,0.001296816
3.97e-07,0.001553159
3.98e-07,0.001851463
3.99e-07,0.002195795
4e-07,0.002589775
4.01e-07,0.003036799
4.02e-07,0.003541926
4.03e-07,0.004111422
4.04e-07,0.004752618
4.05e-07,0.005474207
4.06e-07,0.006285034
4.07e-07,0.007188068
4.08e-07,0.008181786
4.09e-07,0.009260417
4.1e-07,0.01041303
4.11e-07,0.01162642
4.12e-07,0.01289884
4.13e-07,0.01423442
4.14e-07,0.0156408
4.15e-07,0.01712968
4.16e-07,0.01871265
4.17e-07,0.02038394
4.18e-07,0.02212935
4.19e-07,0.02392985
4.2e-07,0.02576133
4.21e-07,0.02760156
4.22e-07,0.02945513
4.23e-07,0.03133884
4.24e-07,0.03327575
4.25e-07,0.03529554
4.26e-07,0.03742705
4.27e-07,0.03967137
4.28e-07,0.04201998
4.29e-07,0.04446166
4.3e-07,0.04698226
4.31e-07,0.04956742
4.32e-07,0.05221219
4.33e-07,0.05491387
4.34e-07,0.05766919
4.35e-07,0.06047429
4.36e-07,0.06332195
4.37e-07,0.06619271
4.38e-07,0.06906185
4.39e-07,0.0719019
4.4e-07,0.07468288
4.41e-07,0.07738452
4.42e-07,0.08003601
4.43e-07,0.08268524
4.44e-07,0.08538745
4.45e-07,0.08820537
4.46e-07,0.09118925
4.47e-07,0.09431041
4.48e-07,0.09751346
4.49e-07,0.1007349
4.5e-07,0.103903
4.51e-07,0.1069639
4.52e-07,0.1099676
4.53e-07,0.1129992
4.54e-07,0.1161541
4.55e-07,0.1195389
4.56e-07,0.1232503
4.57e-07,0.1273047
4.58e-07,0.1316964
4.59e-07,0.1364178
4.6e-07,0.1414586
4.61e-07,0.1468003
4.62e-07,0.1524002
4.63e-07,0.1582021
4.64e-07,0.16414
4.65e-07,0.1701373
4.66e-07,0.1761233
4.67e-07,0.1820896
4.68e-07,0.1880463
4.69e-07,0.1940065
4.7e-07,0.1999859
4.71e-07,0.2060054
4.72e-07,0.2120981
4.73e-07,0.2183041
4.74e-07,0.2246686
4.75e-07,0.2312426
4.76e-07,0.2380741
4.77e-07,0.2451798
4.78e-07,0.2525682
4.79e-07,0.2602479
4.8e-07,0.2682271
4.81e-07,0.2765005
4.82e-07,0.2850035
4.83e-07,0.2936475
4.84e-07,0.3023319
4.85e-07,0.3109438
4.86e-07,0.3194105
4.87e-07,0.3278683
4.88e-07,0.3365263
4.89e-07,0.3456176
4.9e-07,0.3554018
4.91e-07,0.3660893
4.92e-07,0.3775857
4.93e-07,0.389696
4.94e-07,0.4021947
4.95e-07,0.4148227
4.96e-07,0.4273539
4.97e-07,0.4398206
4.98e-07,0.452336
4.99e-07,0.4650298
5e-07,0.4780482
5.01e-07,0.4915173
5.02e-07,0.5054224
5.03e-07,0.5197057
5.04e-07,0.5343012
5.05e-07,0.5491344
5.06e-07,0.5641302
5.07e-07,0.5792416
5.08e-07,0.5944264
5.09e-07,0.6096388
5.1e-07,0.6248296
5.11e-07,0.6399656
5.12e-07,0.6550943
5.13e-07,0.6702903
5.14e-07,0.6856375
5.15e-07,0.7012292
5.16e-07,0.7171103
5.17e-07,0.7330917
5.18e-07,0.7489041
5.19e-07,0.764253
5.2e-07,0.7788199
5.21e-07,0.792341
5.22e-07,0.804851
5.23e-07,0.8164747
5.24e-07,0.827352
5.25e-07,0.8376358
5.26e-07,0.8474653
5.27e-07,0.8568868
5.28e-07,0.8659242
5.29e-07,0.8746041
5.3e-07,0.8829552
5.31e-07,0.8910274
5.32e-07,0.8989495
5.33e-07,0.9068753
5.34e-07,0.9149652
5.35e-07,0.9233858
5.36e-07,0.9322325
5.37e-07,0.9412862
5.38e-07,0.9502378
5.39e-07,0.9587647
5.4e-07,0.9665325
5.41e-07,0.9732504
5.42e-07,0.9788415
5.43e-07,0.9832867
5.44e-07,0.986572
5.45e-07,0.9886887
5.46e-07,0.9897056
5.47e-07,0.9899849
5.48e-07,0.9899624
5.49e-07,0.9900731
5.5e-07,0.99075
5.51e-07,0.9922826
5.52e-07,0.9943837
5.53e-07,0.9966221
5.54e-07,0.9985649
5.55e-07,0.9997775
5.56e-07,0.999944
5.57e-07,0.99922
5.58e-07,0.9978793
5.59e-07,0.9961934
5.6e-07,0.9944304
5.61e-07,0.9927831
5.62e-07,0.9911578
5.63e-07,0.9893925
5.64e-07,0.9873288
5.65e-07,0.9848127
5.66e-07,0.9817253
5.67e-07,0.9780714
5.68e-07,0.973886
5.69e-07,0.9692028
5.7e-07,0.9640545
5.71e-07,0.9584409
5.72e-07,0.9522379
5.73e-07,0.9452968
5.74e-07,0.9374773
5.75e-07,0.9286495
5.76e-07,0.9187953
5.77e-07,0.9083014
5.78e-07,0.8976352
5.79e-07,0.8872401
5.8e-07,0.877536
5.81e-07,0.868792
5.82e-07,0.8607474
5.83e-07,0.8530233
5.84e-07,0.8452535
5.85e-07,0.8370838
5.86e-07,0.8282409
5.87e-07,0.818732
5.88e-07,0.8086352
5.89e-07,0.7980296
5.9e-07,0.786995
5.91e-07,0.775604
5.92e-07,0.7638996
5.93e-07,0.7519157
5.94e-07,0.7396832
5.95e-07,0.7272309
5.96e-07,0.7145878
5.97e-07,0.7017926
5.98e-07,0.6888866
5.99e-07,0.6759103
6e-07,0.6629035
6.01e-07,0.6498911
6.02e-07,0.636841
6.03e-07,0.6237092
6.04e-07,0.6104541
6.05e-07,0.5970375
6.06e-07,0.5834395
6.07e-07,0.5697044
6.08e-07,0.5558892
6.09e-07,0.5420475
6.1e-07,0.5282296
6.11e-07,0.5144746
6.12e-07,0.5007881
6.13e-07,0.4871687
6.14e-07,0.473616
6.15e-07,0.4601308
6.16e-07,0.446726
6.17e-07,0.4334589
6.18e-07,0.4203919
6.19e-07,0.407581
6.2e-07,0.3950755
6.21e-07,0.3828894
6.22e-07,0.370919
6.23e-07,0.3590447
6.24e-07,0.3471615
6.25e-07,0.3351794
6.26e-07,0.3230562
6.27e-07,0.3108859
6.28e-07,0.298784
6.29e-07,0.2868527
6.3e-07,0.2751807
6.31e-07,0.2638343
6.32e-07,0.252833
6.33e-07,0.2421835
6.34e-07,0.2318904
6.35e-07,0.2219564
6.36e-07,0.2123826
6.37e-07,0.2031698
6.38e-07,0.1943179
6.39e-07,0.185825
6.4e-07,0.1776882
6.41e-07,0.1698926
6.42e-07,0.1623822
6.43e-07,0.1550986
