wavelength,k
2.36e-18,0.00245
3.16e-18,0.00381
4.47e-18,0.00792
6.76e-18,0.0138
1.14e-17,0.0193
1.355e-17,0.0322
1.714e-17,0.11
2.43e-17,0.221
2.563e-17,0.229
3.038e-17,0.111
3.27e-17,0.196
3.568e-17,0.222
3.793e-17,0.339
4.059e-17,0.363
4.478e-17,0.511
4.607e-17,0.565
4.895e-17,0.684
5.391e-17,0.784
5.843e-17,0.902
6.163e-17,0.881
6.714e-17,0.949
7.185e-17,0.931
7.359e-17,0.91
7.437e-17,0.927
8.345e-17,0.887
8.78e-17,0.876
9.198e-17,0.91
9.321e-17,0.964
9.888e-17,0.953
1.0258e-16,1.02
1.0482e-16,0.988
1.0667e-16,0.954
1.0857e-16,0.943
1.135e-16,0.929
1.2007e-16,0.946
1.2157e-16,0.982
