wavelength,k
4e-16,2.23
4.2e-16,2.44
4.4e-16,2.59
4.6e-16,2.67
4.8e-16,2.77
5e-16,2.82
5.2e-16,2.88
5.4e-16,2.91
5.6e-16,2.94
5.7e-16,2.98
5.9e-16,3.0
6.1e-16,3.04
6.35e-16,3.11
6.55e-16,3.15
6.75e-16,3.17
7e-16,3.2
7.2e-16,3.22
7.4e-16,3.23
7.65e-16,3.3
7.85e-16,3.34
8.1e-16,3.4
8.3e-16,3.44
8.55e-16,3.49
8.75e-16,3.51
8.95e-16,3.51
9.2e-16,3.54
9.4e-16,3.55
9.6e-16,3.55
9.8e-16,3.58
1.2e-15,3.7
1.5e-15,4.0
1.8e-15,4.29
2e-15,4.47
2.25e-15,4.52
2.5e-15,4.6
3e-15,5.36
3.5e-15,6.4
4e-15,7.33
4.5e-15,8.3
5e-15,9.37
5.5e-15,10.1
6e-15,10.9
7e-15,12.7
8e-15,14.9
9e-15,16.1
1e-14,18.6
