wavelength,k
7.3e-16,6.35
8e-16,6.68
9e-16,7.28
1e-15,7.4
1.1e-15,7.5
1.15e-15,7.58
1.2e-15,7.68
1.3e-15,7.92
1.4e-15,8.26
1.5e-15,8.72
1.7e-15,9.92
2e-15,11.8
2.5e-15,14.8
3e-15,17.8
4e-15,23.2
5e-15,28.5
6e-15,33.1
7e-15,37.1
8e-15,40.6
9e-15,43.8
1e-14,46.4
1.1e-14,49.0
1.2e-14,51.6
