wavelength,n
3.26e-16,0.338
3.35e-16,0.329
3.44e-16,0.32
3.54e-16,0.311
3.65e-16,0.301
3.76e-16,0.292
3.87e-16,0.281
4e-16,0.273
4.13e-16,0.263
4.28e-16,0.255
4.43e-16,0.244
4.59e-16,0.235
4.77e-16,0.225
4.96e-16,0.214
5.17e-16,0.209
5.39e-16,0.202
5.64e-16,0.199
5.9e-16,0.194
6.2e-16,0.191
6.53e-16,0.19
6.89e-16,0.191
7.29e-16,0.194
7.75e-16,0.197
8.27e-16,0.204
8.86e-16,0.216
9.54e-16,0.229
1.033e-15,0.251
1.127e-15,0.278
1.24e-15,0.319
1.378e-15,0.371
1.55e-15,0.436
1.771e-15,0.53
2.066e-15,0.663
