wavelength,n
2.36e-09,0.99744
3.16e-09,0.9974
4.47e-09,0.99724
6.76e-09,0.9889
1.14e-08,0.9581
1.355e-08,0.9413
1.714e-08,0.876
2.43e-08,0.813
2.563e-08,0.832
3.038e-08,0.876
3.27e-08,0.912
3.568e-08,0.891
3.793e-08,0.832
4.059e-08,0.797
4.478e-08,0.749
4.607e-08,0.705
4.895e-08,0.695
5.391e-08,0.673
5.843e-08,0.672
6.163e-08,0.712
6.714e-08,0.798
7.185e-08,0.845
7.359e-08,0.902
7.437e-08,0.909
8.345e-08,0.968
8.78e-08,1.04
9.198e-08,1.08
9.321e-08,1.03
9.888e-08,1.08
1.0258e-07,1.15
1.0482e-07,1.11
1.0667e-07,1.17
1.0857e-07,1.11
1.135e-07,1.08
1.2007e-07,1.1
1.2157e-07,1.09
