wavelength,k
2.07e-07,2.598
2.1e-07,2.595
2.14e-07,2.599
2.18e-07,2.628
2.21e-07,2.672
2.25e-07,2.712
2.3e-07,2.723
2.34e-07,2.717
2.38e-07,2.724
2.43e-07,2.765
2.48e-07,2.832
2.53e-07,2.915
2.58e-07,3.014
2.64e-07,3.129
2.7e-07,3.262
2.76e-07,3.416
2.82e-07,3.61
2.88e-07,3.85
2.95e-07,4.038
3.02e-07,3.934
3.1e-07,3.664
3.18e-07,3.4
3.26e-07,3.155
3.35e-07,2.959
3.44e-07,2.78
3.54e-07,2.624
3.65e-07,2.513
3.76e-07,2.375
3.87e-07,2.258
4e-07,2.193
4.13e-07,2.164
4.28e-07,2.181
4.43e-07,2.2
4.59e-07,2.247
4.77e-07,2.327
4.96e-07,2.142
5.17e-07,1.897
5.39e-07,1.792
5.64e-07,1.804
5.9e-07,1.729
6.2e-07,1.025
6.53e-07,0.675
6.89e-07,0.487
7.29e-07,0.372
7.75e-07,0.309
8.27e-07,0.268
8.86e-07,0.217
9.54e-07,0.184
1.033e-06,0.162
1.127e-06,0.148
1.24e-06,0.125
1.378e-06,0.094
1.55e-06,0.014
1.771e-06,-3.14418630021e-18
2.066e-06,-1.73472347598e-18
2.48e-06,0.0
