wavelength,n
2.066e-07,1.77403147162
2.1089508319e-07,1.74089031
2.15279458439e-07,1.7064516691
2.19754982075e-07,1.67153380755
2.24323549012e-07,1.63696149606
2.28987093564e-07,1.60354242845
2.33747590255e-07,1.57203802453
2.38607054657e-07,1.54313169628
2.43567544248e-07,1.5173990747
2.48631159276e-07,1.49528498058
2.53800043655e-07,1.47709078632
2.59076385867e-07,1.46297361192
2.64462419893e-07,1.452956361
2.69960426156e-07,1.44694578337
2.75572732488e-07,1.44475499622
2.81301715116e-07,1.44612713866
2.87149799665e-07,1.45075768149
2.93119462189e-07,1.45831392766
2.99213230217e-07,1.46845111275
3.05433683824e-07,1.48082512169
3.11783456723e-07,1.49510217769
3.18265237381e-07,1.51096599627
3.24881770154e-07,1.52812290634
3.31635856454e-07,1.54630538284
3.38530355932e-07,1.56527435442
3.45568187689e-07,1.58482056741
3.52752331512e-07,1.60476521634
3.60085829136e-07,1.62495999411
3.67571785533e-07,1.64528667226
3.75213370223e-07,1.66565629072
3.83013818621e-07,1.68600801545
3.90976433402e-07,1.70630770818
3.99104585903e-07,1.72654624415
4.07401717548e-07,1.74673760935
4.15871341306e-07,1.7669168069
4.2451704318e-07,1.7871376025
4.33342483722e-07,1.80747014014
4.42351399584e-07,1.82799846107
4.51547605104e-07,1.84881796058
4.60934993913e-07,1.87003281865
4.70517540592e-07,1.89175344021
4.80299302349e-07,1.91409394037
4.9028442074e-07,1.93716970763
5.0047712342e-07,1.96109507471
5.10881725935e-07,1.98598112261
5.21502633549e-07,2.0119336384
5.32344343107e-07,2.0390512423
5.43411444943e-07,2.06742369474
5.54708624818e-07,2.09713038965
5.6624066591e-07,2.12823903736
5.78012450835e-07,2.1608045382
5.90028963715e-07,2.19486804744
6.02295292289e-07,2.2304562332
6.14816630068e-07,2.26758073074
6.27598278532e-07,2.30623779999
6.40645649374e-07,2.34640819678
6.53964266795e-07,2.38805727273
6.67559769839e-07,2.43113532254
6.81437914784e-07,2.47557820139
6.95604577575e-07,2.52130823787
7.10065756315e-07,2.56823546934
7.24827573806e-07,2.61625922715
7.39896280135e-07,2.66527009746
7.55278255329e-07,2.71515228059
7.70980012047e-07,2.76578636685
7.87008198346e-07,2.81705254085
8.03369600489e-07,2.86883421801
8.20071145824e-07,2.92102210792
8.37119905712e-07,2.97351868848
