wavelength,k
6.67e-16,3.91
7.14e-16,4.38
7.69e-16,4.88
8.33e-16,5.44
9.09e-16,6.06
1e-15,6.79
1.05e-15,7.2
1.11e-15,7.65
1.18e-15,8.15
1.25e-15,8.71
1.33e-15,9.35
1.43e-15,10.1
1.54e-15,10.9
1.67e-15,11.9
1.82e-15,13.0
2e-15,14.3
2.11e-15,15.1
2.22e-15,16.0
2.35e-15,17.0
2.5e-15,18.0
2.67e-15,19.2
2.86e-15,20.6
3.08e-15,22.2
3.33e-15,24.1
3.64e-15,26.3
4e-15,28.9
4.44e-15,32.1
5e-15,36.0
5.71e-15,41.0
6.67e-15,47.4
8e-15,56.2
1e-14,69.2
1.11e-14,76.3
1.25e-14,84.7
1.43e-14,94.9
1.67e-14,108.0
2e-14,124.0
2.22e-14,133.0
2.5e-14,144.0
2.86e-14,158.0
3.33e-14,175.0
4e-14,197.0
4.44e-14,210.0
5e-14,225.0
5.71e-14,243.0
6.67e-14,263.0
8e-14,288.0
1e-13,319.0
1.25e-13,353.0
1.54e-13,390.0
2e-13,444.0
2.86e-13,534.0
