wavelength,k
6.67e-07,3.88
7.14e-07,4.11
7.69e-07,4.34
8.33e-07,4.57
9.09e-07,4.8
1e-06,5.11
1.05e-06,5.28
1.11e-06,5.48
1.18e-06,5.7
1.25e-06,5.98
1.33e-06,6.3
1.43e-06,6.65
1.54e-06,7.05
1.67e-06,7.49
1.82e-06,8.01
2e-06,8.63
2.11e-06,8.95
2.22e-06,9.3
2.35e-06,9.73
2.5e-06,10.2
2.67e-06,10.8
2.86e-06,11.4
3.08e-06,12.1
3.33e-06,12.9
3.64e-06,13.9
4e-06,15.1
4.44e-06,16.6
5e-06,18.5
5.71e-06,21.0
6.67e-06,24.4
8e-06,29.0
1e-05,35.7
1.11e-05,39.5
1.25e-05,43.8
1.43e-05,49.0
1.67e-05,55.5
2e-05,64.6
2.22e-05,70.7
2.5e-05,78.1
2.86e-05,87.8
3.33e-05,101.0
4e-05,117.0
4.44e-05,127.0
5e-05,139.0
5.71e-05,153.0
6.67e-05,170.0
8e-05,191.0
0.0001,219.0
0.000125,250.0
0.000154,279.0
0.0002,317.0
0.000286,375.0
