wavelength,k
2.638e-07,4.175
2.652e-07,4.262
2.666e-07,4.341
2.681e-07,4.439
2.695e-07,4.543
2.71e-07,4.659
2.725e-07,4.735
2.74e-07,4.855
2.755e-07,4.941
2.771e-07,5.031
2.786e-07,5.111
2.802e-07,5.158
2.818e-07,5.233
2.834e-07,5.28
2.85e-07,5.332
2.867e-07,5.347
2.883e-07,5.353
2.9e-07,5.272
2.917e-07,5.142
2.935e-07,4.949
2.952e-07,4.74
2.97e-07,4.548
2.988e-07,4.364
3.006e-07,4.206
3.024e-07,4.067
3.043e-07,3.941
3.061e-07,3.827
3.08e-07,3.744
3.1e-07,3.645
3.119e-07,3.575
3.139e-07,3.492
3.159e-07,3.444
3.179e-07,3.392
3.2e-07,3.347
3.22e-07,3.286
3.241e-07,3.258
3.263e-07,3.213
3.284e-07,3.174
3.306e-07,3.146
3.328e-07,3.112
3.351e-07,3.083
3.374e-07,3.05
3.397e-07,3.032
3.42e-07,3.009
3.444e-07,3.005
3.468e-07,3.008
3.493e-07,3.018
3.517e-07,3.028
3.542e-07,3.056
3.568e-07,3.092
3.594e-07,3.105
3.62e-07,3.037
3.647e-07,2.869
3.674e-07,2.562
3.701e-07,2.163
3.729e-07,1.75
3.757e-07,1.404
3.786e-07,1.068
3.815e-07,0.871
3.844e-07,0.695
3.875e-07,0.587
3.905e-07,0.486
3.936e-07,0.44
3.967e-07,0.385
3.999e-07,0.326
4.032e-07,0.297
4.065e-07,0.259
4.099e-07,0.232
4.133e-07,0.203
4.168e-07,0.187
4.203e-07,0.171
4.239e-07,0.154
4.275e-07,0.142
4.312e-07,0.13
4.35e-07,0.121
4.389e-07,0.108
4.428e-07,0.101
4.468e-07,0.095
4.509e-07,0.086
4.55e-07,0.08
4.592e-07,0.069
4.635e-07,0.0626
4.679e-07,0.0568
4.723e-07,0.0482
4.769e-07,0.0427
4.815e-07,0.0393
4.862e-07,0.0362
4.91e-07,0.0329
4.959e-07,0.028
5.009e-07,0.024
5.061e-07,0.0228
5.113e-07,0.0189
5.166e-07,0.0144
5.22e-07,0.0122
5.276e-07,0.0109
5.333e-07,0.01
5.391e-07,0.008
5.45e-07,0.0075
5.51e-07,0.006
5.572e-07,0.0064
5.636e-07,0.0052
5.7e-07,0.0047
5.767e-07,0.0045
5.835e-07,0.0038
5.904e-07,0.0035
5.975e-07,0.0026
6.048e-07,0.002
6.123e-07,0.0024
6.199e-07,0.0017
6.278e-07,0.0013
6.358e-07,0.0008
6.441e-07,0.0013
6.525e-07,0.0017
6.612e-07,0.0021
6.702e-07,0.0017
6.794e-07,0.0024
6.888e-07,0.0029
6.985e-07,0.0026
7.085e-07,0.0024
7.187e-07,0.0024
7.293e-07,0.0029
7.402e-07,0.0026
7.514e-07,0.004
7.63e-07,0.0044
7.749e-07,0.0012
7.872e-07,0.0029
7.999e-07,0.0047
8.13e-07,0.005
8.266e-07,0.0046
