wavelength,k
5e-06,0.003
6e-06,0.005
7e-06,0.008
8e-06,0.028
8.2e-06,0.061
8.4e-06,0.216
8.5e-06,0.354
8.7e-06,0.543
9e-06,0.759
9.2e-06,0.938
9.4e-06,1.123
9.5e-06,1.187
9.6e-06,1.232
9.8e-06,1.24
1e-05,1.123
1.05e-05,0.809
1.1e-05,0.485
1.15e-05,0.286
1.2e-05,0.222
1.25e-05,0.244
1.3e-05,0.306
1.35e-05,0.304
1.4e-05,0.28
1.45e-05,0.269
1.5e-05,0.299
1.55e-05,0.288
1.6e-05,0.278
1.65e-05,0.288
1.7e-05,0.309
1.75e-05,0.322
1.8e-05,0.329
1.85e-05,0.382
1.9e-05,0.521
1.95e-05,0.76
2e-05,0.966
2.1e-05,1.223
2.2e-05,1.216
2.3e-05,0.988
2.4e-05,0.746
2.5e-05,0.582
2.7e-05,0.462
3e-05,0.381
3.5e-05,0.421
4e-05,0.487
4.5e-05,0.538
5e-05,0.545
6e-05,0.536
7e-05,0.515
8e-05,0.493
9e-05,0.47
0.0001,0.445
0.00015,0.326
0.0002,0.242
0.0003,0.152
